tweet	label
Nocomment ግን እኛ ነን የደነዘዝ ነው ወይስ መንግስት ማለት ፒፒ ነው ሥራውን መስራት ያቃተው?	negative
ወጣቶች ለሰብአዊ መብት ቁሙ ??? እያፈራሽ ያለሽው ተውልድ ምን ያክል የሰብአዊመብት በሐገሪቱላይ ቦታ እንደሌለው ነው።…	negative
የተረገመ የፍየል ሥጋ ከሞተ ቀይ ሻማዎች ጋር የሙታን ደም በጨለማ መጥፎ መጥፎ ካርማ ይከተልሃል አንተ የአውሬ ጨለማ	negative
ኡኡቴ ወግ ወጉስ ተይዟል ጃል አንተ በምን ሞራልህ ነው ግን ስለ ትራምፕ ምታወራ?? አፍንጫህ ስር ንፁሀን የደሀ ልጅ ተማሪዎች ዘመን በሰጠው ወንበዴ ሲታፈኑ ዝም ብለህ ዛሬ ስለ Trum…	negative
ሞኝ	negative
ምን አለብህ ? ጠባቂ መንግስት የሌላቸው ሺዎች ግን በየቀኑ እየሞቱ ነው	negative
የአምባገነን መጀመሪያ ከኔ ውጪ ላሳር ማለቱ የአንተ አገዛዝ በ2 አመቱ ውስጥ በደንብ አሳይተህናል ዘረኛ ዘራፊ ቀማኛ ውሸታም ፀረ አማራ ፀረ አዲስአበባ ፀረ ኦርቶዶክስ ነህ አይደለም5…	negative
በመጨረሻ ጊዜው ነው ፡፡ ወንድሞቻችን ቀሰቀሱ። እኛ እንደ ወረርሽኝ በምድር ላይ እንወርዳለን። አምላክ ቁጣችንን መገንዘብ አይችልም	negative
መረጃውም የላቸውም፣ ሰምተውም አልጠየቁም።	negative
ሞቶ ተቀብሯል እኮ:: አሁን መቃብሩን በኮንክሪት ስለመስራት ነው የምናወራው:: ከትህነግ አሽከርነት ነፃ የወጣች ሃገር የማንም አሽከ…	negative
በአማራ ሥም  ተደራጀን  አማራ አማራ የሚሉት ለአማራ መዳከም ከፍተኛ አስተዋፅዖ እያደረጉ ነው አማራ በማዕከላዊ መንግሥት የነበረው ድርሻ በማዳከም ላይ ይገኛሉ የተወሰኑትን በመግደል…	negative
????ስለሆንኩ ነዋ። ከደበረሽ ግን ይቀራል	negative
በዛሬው እለት ባቻ አርማጭሆ ውስጥ 5 ህፃናት እንደታገቱ የተረጋገጠ መረጃ ደርሶኛል።  ከታጋቾቹ መካከል አንዱ የካህን ልጂ ነው።	negative
አማራው ብአዴን የአማራ ወጣቶች ማህበርን ከስሱዋል።የብአዴን ተላላኪ ሆኖ የቆዬው የወጣቶች ሊግ እኔ እያለሁ አዲሱ ማህበር መመስረት የለበትም ብሎዋል። ብአዴን የአማራ ህዝብ ጠላት! htt…	negative
ችግር በቅቤ ያስበላል ይላል ሐበሻ ሲቸግረው ??	negative
በኦሮሚያና አዲስ አበባ የሚኖረውን አብሮ አደጉን አማራ፣ንቆና አግልሎ ባህርዳር ሄዶ ኢትዮጵያነት ሱስ ነው ያለው አስመሳይ ይኸውላችሁ! ፍትህ ለኦሮሚያ አማሮችና ሌሎች ብሄረሰቦች!!!!!	negative
ጠንካራ ፓርቲ የመሰረታችሁ እያስመሰላችሁ ህዝቡን አታዘናጉ። ሁሉን ነገር በአንዴ እናሳካለን የሚል ቀቢፀ ተስፋችሁን ተው እና ወደ ህብረብሄር ፓ…	negative
ነፍጠኛ አስተሳሰብ ነው፣ ሥነልቦና ነው፤ መሰረቱ በጉልበት መቀማት መጨፍለቅ ሲሆን እኩልነት ውርደቱ የሆነ ሥነልቦና ነው::   “ነፍጠኛ ብሔር የለውም አስተሳሰብና ሥነልቦና ነው::“	negative
የመኪናዎችን ዋጋ አይቀመሴ የሚያደርገዉ ኤክሳይስ ታክስ  ??	negative
የ OMN ኦርቶዶክስ ላይ ያለው ጥላቻ፣   ጣብያው የተከበሩ አባታችንን በአለማዊ ስማቸው ነው  መጥራት ነው የመረጠው	negative
የምታሳዝን ሰው ነህ ለነገሩ በምርጫ አፈር ስለምናስገባህ ተወው	negative
በሕልምም እራሱ አላየሁም እሄን አይነት ሕልም ያስብላል: ተሽከርካሪ ወንበር ተቀምጦማ የድሃ ልጅ ለማስጨፍጨፍ ይቻላል 100 ሺ ወታደር ይረሳል?	negative
ታከለ ኡማ  እራሱ መታወቂያ አድሎ፣ ክፍት ቦታ እጠሩ ብሎ ስም ዝርዝራቸውን ወደ ክ/ከተማ ልኮ ካርታ አሰርቶ ሲያበቃ አሁን የሌሎች ሰዎችን ቤት ለማፍረስ ግብረ ሀይል ከኦሮሚያ ፖሊስ…	negative
እብድ አሸባሪ በለው	negative
እኔ የልገባግ እቺ ኦቦ ለማ መገርሳን የቀነሰች የአብይ ውስጥ ያለው ኢትዮጵያዊነት ነው ?	negative
???????? ገዳይ	negative
ሀገር እያፈረሱ የእግርኳስ ክለብ ደግፉ ማለት ምን ማለት ነው።በቦንብ በክላሽ ይጫወቱ ለማለት ነው። በመጀመሪያ ሰከን በሉ 360.   እናንተ ባትሉም እየደገፍን ነው!	negative
ኡስታዝ አህመዲን አንተ አረመኔ (የእስልምና ምናምን)  እናትህ ትበዳ  አክሱም ላይ ሙስሊሞች እየታረዱልህ   ቤቲ ኤልቲቪ እናትሽም እንቺም.. ተበዱ...	negative
በመካከላችን ማንም የለም ፣ በገዛ እጄ ከገደለው ፍጥረት ሁሉ ጋር እኖራለሁ ምንም እንኳን ከእንግዲህ ከእኛ ጋር ባይሆንም	negative
ዘረኛ በሙሉ ይውደም:: ከዝንጀሮቆንጆ  .... ሁሉም ዘርኛ ዝንጅሮ ነው ለኔ	negative
በድቅድቅ ጨለማ ሀይለኛ ዶፍ ዝናብ እየዘነበ፥ያላችሁበትን ቦታ እንዲሁም የምትሄዱበትን መንገድ ሳታውቁ ፥ ብቻችሁን በጥቅጥቅ ጫካ ውስጥ እየተወላከፋችሁ ስትሄዱ የምትሰሙት የሚንኮሻኮሽ…	negative
ደግሞ መስማት(ማንበብ)  የምትፈልጉትን ብቻ የምትሰሙ ብሽቆች!	negative
ዘር የለሹ ወረኛ	negative
እግዚያብሄር ለፈጠራቸው ነገር ቀብቶ በስሩ ደስተኛና ጤነኛ አርጎ ያሳድግልን ለወላጅ መልካም ምክር	negative
በትክክል የ ኦሮምያ ህዝብ የኢትዪጲያ ጠላት አይደለም ከዛ ይልቅ መንግስት ያደረጃቸው አሸባሪ ቡድኖች የሚያደርጉት ድርጊት መጥፎ ጠባሳ እየጣለ ነው	negative
ዠልጥ?? ገገማ	negative
የ28 ዓመቱ ከፋፋይ ፣ ጨቋኝና አፋኝና የውክልና ስርዓት ከዛሬ ጀምሮ ላይመለስ ተቀበረ!! እነሆ በህዋህት ምክንያት በኢትዮጵያ…	negative
ምን አገባህ በሰው እምነት ?????♀️ወረኛ ጥፋ ከዚህ	negative
11ቢልየን ብር ያላቸው ባለሀብቶች እንዳሉን ዛሬ ነው ያወኩት ትላለህ እንዴ? አፋር ውስጥ ቢያንስ 1 የነዳጅ ማደያ የሌለው የወረዳ አስተዳዳሪ አለ እንዴ?	negative
ኢች አብይ እንዴት ለማን እንኳን አይሰማም?! አይነት አስተያየት ተደጋገመችሳ። ለማንኛውም ቁልፉ የአቶ ለማ ሃሳብ ተቀባይነት ማግኘት አለመቻሉ ላይ ነው። የአዞ እንባው ግን ለትዝብት እንዳይዳርግ።	negative
ለ27 አመታት ስትዘርፉ እንዲዝህ አይነት አንድ ሰው ከመካከላችሁ ቢኖር ኖሮ: እንደዚህ ስማችሁ ከሌብነት ጋር አይነሳም ነበር:: ዘረፋን አንድ የስራ መስክ አድርጋችሁት…	negative
የዘመዶችህ የተረገምክ ሁላችሁም የተተነተነ የኮሪያ ጩኸት ናችሁ እናም ሁላችሁም ደም መፋጠጥ እና ህመም ሁላችሁን ሁላችሁም ሊሞቱ ይችላሉ	negative
አቶ ለማ መገርሳን ያገለለ ፓረቲ አይደለም ኢትዮፒያን ሊያስተደድር ቀበሌን ባያስብ ነዉ የሚሸለዉ፡፡	negative
ከግራኝ ወረራ ብሁላ የተነሱት አረመኔዎቹ እና አሕዛቦች ለስላምም ጭምር ማይመለሱ ነበሩ። ታዋቂው ጎብኚ ጃምስ ብሩስ እንደውም በአልም ላይ እንደንሱ ጨጋኝ የለም ነው ያለው።…	negative
መልስ  1 ሰማይ ከፍ እንዲል አንተም ክብርህ ከፍከፍ ያለ ለማለት ነው መ.ቅ  ሀያላንን በሰማይ ይመስላል ለምሳሌ ሰማያት ስሙ ሲል ሰማይ እሚሰማ ሳይሆን ሀያላን ስሙ ይላል።  ሌላው…	negative
ኢትዮጵያን ናት የሚሉ ስላሉ፣ አከራካሪ ነው። በመሰረቱ አፍሪካ በረጅም ታሪኳ ሄደት በጉልበተኛ መንግስት ታምናለች። ችግሩ ከሰውው ነው። ረግጦ የሚገ…	negative
ብቻህን አይደለህም ፤ የሁለቱ አለመስማማት ወደ ምንፈራዉ ነገር ዉስጥ እንዳይከተን ፈርቻለሁ።	negative
አንድ የድሮ ኮኳ እኔን ማግኘት ከባድ ነው	negative
እኛ አንዴ ሳይደርሰን ሁለቴ የታገደም አለ???♂️ፌይር አይደለም እውነት	negative
የደረስብን ግፍ የመስጅድ ቃጠሎ እና የወንድሞቻቻችን ንብረቶች በደቂቃዎች መውደም ትልቅ ዋጋ ያስከፍላችዋል	negative
አሁን እንግዴ የውርስ ክፍፍል ጭቅጭቅ ሊነሳ ነው	negative
ለካ አሁንም ህወሓት ራሷን ታከስማለች ብሎ የሚጠብቅ ሰው አለ። ደሞኮ bazinga ይሉኛል ብዬ ስጠብቅ ፊታቸውን ኮስተር አድርገው ነው የጠየቁኝ። :)  ለካ የዚህ አገር ሰው በደንብ አይተዋወ…	negative
አቢቹ አማካሪዊን እስካለወጠ ድረስ ምርጫ የማሸነፍ እድሉ የመነመነ ነዉ።  የአብይ አማካሪ ጀዌ ነበር መሆን ያለበት	negative
አልቀረብህም። አዲስ ነገር ላይ እያለህ በሰዎች ትከሻ ላይ ተንጠልጥለህ እንደነበር በደንብ እያሳየኸን ነው	negative
ኢትዮጵያ የግጭት ስጋት ካለባቸው አገራት መካከል ትገኛለች	negative
በፍፁም እንዲዝህ የሚል የምርጫ ህግ የለም	negative
አስተሳሰብ ነው የተባልከው ፓርቲ አይደለም ወያኔ ሲላዝን የነበረው አውራ ፓርቲ ነኝ ሲል ነው ok bro	negative
ታከለ ዶማ መች ነው ሰው የሆነው ፐ ከባድ ሰው ተጠርቶ ተሞቷል ????????	negative
ካል ተማሬ ህዝብጋ መኖር እንዴት ይከብዳል ስሚ የመንገድና የዎታደር በጀት የተለየዬ ነወ ደነዝ፡፡	negative
እራሱ ትዊተርም የዚህ ሸፍጥ ተባባሪ ነው :)	negative
አስቸኳይ ጉባኤ አንዋሃድም ብለዉን ነበር አሁንም በመቶኛዉ አስቸኳይ ጉባኤ አንዋሃድም ይሉናል እንዴ?	negative
በከበቡሽ ምክንያት 86 ንፁሃን ሲቀጠፉ የህግ አስከባሪ ሃይሎች  ቆመው እንዳስፈፀሙት እዬታወቀ አንድም  ሰው ግን ተጠርጥሮ ተያዘ ሲባል አልሰማንም አማራው…	negative
ሲጀመር ሸካራ ነገር ሽሽታቸው ይገርማል። እንደ ኤግል ሂልስ፣ ችግኝ ተከላ፣ ፓርክ የመሳሰሉት ልስልስ ጉዳዮች ላይ ነፍስ ያለው ካሜራ ማን ደግነው ከፊት ይገኛሉ።	negative
የህውሓት ስብሰባ አላልቅ አለ፡፡ አሁን በየስብሰባው ለሚታደልው አንገልብስ የሚባክነው ጨርቅ ልብስ ተሰፍቶ እርቃኑን ለሚሄድ የትግራይ ወገናችን ቢታደል ምናለበት? እባካ…	negative
አንዳንድ ሰው ሲያደናቅፍህ ቀስ በል እንጂ እያየህ አትሄድም? ሲል ያስቀኛል:: ምናለ እሱ ከ2 ደቂቃ በፊት ቢነግረኝ? ?? የሱ ምክር ምን ይሰራል ካደናቀፈኝ በሗላ?	negative
ebc አና fana ከኣሁን ወድያ ስለ ትግራይና ኣፋር ገንቢና ጥሩ ወሬ እንዳይዘግቡ ከጠቅላይ ሚኒስቴር ቢሮ ማስጠንቂያ ተሰጣቸው።	negative
አገር በእንደዚህ ዓይነት heartless አረመኔዎች እጅ ትግባ የፖለቲክ ትርፍ ፍለጋ ያለው መንግስት እንጂ innocent  ተማሪዎች አይደሉም እነሱ ለራሳቸውና ለቤተሰቦቻቸው እንዲበቁ…	negative
አሜን ኣሜን ኣሜን ።	negative
አይደለም ከህወሃት ጋር መዋሃድ በቀለ ገርባ ከጣፈጠው ደብሪፅንም ቢያገባው I dont give a fuck!	negative
እኔ አማራን ነኝ አንተ ደግሞ አማራን ለማጥፋት የምትሰራ ነህ ስለዚህ አንተ እንጂ እኔ ስለ ህዝቤ ያገባኛል በአብይ ፀረ አማራ መ…	negative
Joye ይሄ አይደል ያልገባኝ ???♂️ ምን ነው እንዲህ ሚያደርገው?	negative
ሀገር እንዲህ የወንበዴዎች ማላገጫ ሆና ማየት በጣም ያናድዳል ????	negative
የ60ዎቹ የሴራፓለቲከኞች መቼ ነው ሞተው የሚያልቁት እና ሰላም የምንሆነው	negative
ደነዝ	negative
ዓወት ንሓፋሽ ማለት  ምንጋስ ማሕበራዊ ፍትሒ፡ ምድልዳል ሃገራዊ ስኒት፡ ምሕያል ሽርክነት፡ምርግጋጽ ፖለቲካዊ ተሳትፎ፡ ቁጠባዊ ምዕባለ፡ ባህላዊ ትንሳኤዩ።  ምርግጋጽዚ ራኢ ዋጋ ዝሓትት መስ…	negative
ፓርቲዎች በብሄር ተደራጅተው ክልሎችን ካላስተዳደሩ ፌደራሊዝሙ ፈርሶ አሃዳዊስርዕት ይመጣል የሚል ትርክት አንድም የድንቁርና ሌላም የድርቅና ብቻ ነው።ሕዝብን ቀጥተኛ የስልጣን ባለቤት…	negative
ደሞ የት እያፈረሱ ነው?	negative
ካድሬዎቻችን: ለአናሳ ትግሬ አይላላኩ እንጂ: ለሌላ ቢላላኩ ችግር የለውም:: በአንድ አመት 27 አመት ያልሰራች…	negative
ዛሬያችን በጣም ያሳስበኛል፤ ነጋችን ደግሞ እጅግ በጣም ያስፈራኛል ያስደነግጠኛል። ኢትዮጵያ አንድም ተማሪ የማይሞትባት አንድም ተማሪ የማይታገትባት ሀገር ሆና ስለመቀጠሏ እርግጠኛ አይ…	negative
አማራ መጀመሪያ ከበሰበሰ የማደንዘዣ አንስቴዢያ የሞተ ኢትዮጵያዊነት አስተሳሰብ መላቀቅ አለበት በተለይ በውጪ ያለው አማራ ሆዳም እና ግድ የለሽ ነው ለራሱ ወገን ።	negative
በመንደር ደረጃ ብቻ ማሰብ የሚችሉ እብሪተኛች መመለስ የሚጠሉት ጥያቄ ይህ ነው! ይህ በውል የመለሰ ስለ መቻቻል ስለ አገር ማሰብ ይቻለዋል!	negative
እሱ ተዟዙሮበት አይደል እንዴ ሲጀምር እኛ የዞረብን?	negative
ልጆች እና የመጀመሪያ የተወለዱት ሁሉ ይሰቃያሉ እና በመጨረሻ እስትንፋሱ እስኪያጡ ድረስ ይሞታሉ ፣ እናም በመጨረሻው…	negative
ሌንጮ ባቲ ስለ ብልግና ፖርቲ ለመስበክ ሳውዝ አፍሪካ ገብቷል እየተባለ ነው ሳውዞች ባለጌን በባለጌ መንገድ መመለስ ነው።	negative
አንድ ሺህ እርግማን በላዬ ላይ አደርጋለሁ ፡፡ ሰይጣን በሚበላሸው ሬሳዎ አ…	negative
ወሬ ነገር ነህ ፣ አማራውን እየበታተናችሁ ለአደጋ የምታጋልጡ እናንተው የአማራው ልጆች አይደላችሁም እንዴ	negative
አስጸያፊ እንስሳ አህያህ በሆነበት በተቅማጥ ተቅማጥ ውስጥ ቤተሰቦችህ እንደሚተውህ ተስፋ አደርጋለሁ	negative
የተዘበራረቀ	negative
ተርፎነ ነው ቅቤው አንተ ሰትለምን በየበተሰኪያኑ አመድ ወርሶህ እኛ የተረፈነን ደሞ እንቀባለነ??????ምንታደርገዋለህ	negative
የራይድ አሽከርካሪዎች ታንቀው መኪኖቻቸውን እንደተዘረፉ ለኢቶዮ አውቶሞቲቭ ገለጹ።	negative
ባሕር ዳር ሰልፍ ላይ የደበረኝ ግን ሰንደቅ አላማው ነው። ስንት ወንድሞቻችን ደማቸውን ባሕር ዳር ላይ ያፈሰሱለትን ባንዲራ መካድ ነው።	negative
ቆንጅዬ የሃበሻ እንስት ከፈረንጅ ጋር ሳይ እሷን እንደተዘረፈ ቅርስ ፥ ራሴን ደግሞ እንደተዘረፉ ቅርሶች አስመላሽ ኮሜቴ  የማየው ነገር ???♂️	negative
ሴትዬ ማስተማርና ፅጥታ  ማስጠበቅ ሲያቅታችሁ  ዕዳ ደግሞ ይዛችሁ መጣችሁ?? ያልተማረ ሥራ ፈት ወጣት ምን ያህል ጉዳት እንዳለው የ…	negative
ግን ባለፈው በጃነኖይ ራስ ጉግሳ ወሌ ናቸው መጀመሪያ በኢትዮጵያ አየር ሃይል የተደበዱት። ከባድ ጦርነት ነበር፣ የቴጌ ጣይጡ cousin ነበረ። ሚደንቀው የኦሮሞው ታላቁ…	negative
ይህ የህወሓት ውሳኔ ቀድሞም የታወቀ ነው:: አሳዛኙ ነገር ይህ እኩይ ድርጅት የትግራይን ህዝብ ስቃይና ችግሩ እንዲበዛ መወሰኑ ነው:: በግድ እንደ ቀድሞው ልርገጥ ልግዛ! በትግራ ህዝ…	negative
መልስ መመለስ አያስፈልግም ብቻ ስለነሱ ከተባሉት በመቶውች ከሚቁጠሩት ተረትና ምሳሌዎች ወይም ጥቅሱች አንዱ…	negative
እስክንድር የአገሩን ልጆች ሞትና ደም መፋሰስ ‹ጽድቅ› እና ‹ዕኩይ› እያለ በደረጃ የሚያስቀምጥ፣ ጥፋታቸውን የዠግና እና የአሸባሪ  የሚያደርግ ዱኩማን ሆኖልን ብቅ አለ።» —— .…	negative
ሰቆቃ በአርማጭሆ ይህ ፎቶ የታገተ ገበሬ በአሰቃቂ ሁኔታ እየገረፉት ለቤተሰቦቹ የተላከ ፎቶ ነው።	negative
ልብ የሚሰብርና የሚያሳዝን??  እግዚአብሔር ነፍሳቸው ይማር: ለቤተሰቦቸውና ለወዳጆቻቸው መፅናናትንና ጥንካሬን ይስጣቸው::	negative
ህዉሃት ዲያብሎስ ነዉ።ከዲያብሎስ ጋር የሚተባበርም ዲያብሎስ ብቻ ነዉ።	negative
ቦርኮ....ጥንብ ብቻ	negative
እጅግ በጣም ክፉ የሆነ ደዌ	negative
በጣም ሲኖር እኮ ምን ያህል እንደተኖረ ይዘነጋል	negative
Of course! ግርማዊነታቸው እንዴት ውሸታቸውን ያምናሉ? ያ ሁሉ ተከታይ አየር ላይ ይንሳፈፍ እንዴ? :-)	negative
ባልደራሱ ፓርቲ ሊሆን ነው ለአባልነት የሚጠበቅብህ ኢትዮጵያዊ መሆን ብቻ ነው ከተቻለ ኦሮሞ ወይም ሙስሊም ባትሆን ይመረጣል ጴንጤም ባትሆንም ጥሩ ነው።…	negative
ማጭበርበሩ ነው እንጂ የሚያስጠላው በግልጽ  ለአማራ ቢሰራ  ምን ችግር አለው?	negative
???????? ምነው ጭራችሁን ስትቆሉ የነበራችሁት እናንተ አልነበራችሁ እንዴ??!  ለማያውቅሽ ሄደሽ ታጠኚ!	negative
- አስቸጋሪውን የበዓል ሰሞን ተደራራቢ የሊግ ተውጥቷል(ስለመሸነፉ ማሰብ በከበደበት በዚህ ሠዓት)በቀጣይ ሊቨርፑልን ነጥብ ሊያስጥል የሚችለው ማነው?  ቀጣይ የሊግ ጨዋታዎቹ - ቶተንሃ…	negative
ጃዋር አሜሪካዊነቱን ሳይቀይር በምን ህግ ይሄን መታወቂያ ‘ኢትዮጵያዊ’ ሆኖ እንዲያገኝ ተደረገ ? ይህ የህግ ጥሰት ነው በአገር ውስጥ ፖለቲካ የውጭ ዜግነት ያለው መምረጥም መመረጥም…	negative
እኛ ምንጨነቀን የፈለጉትን ቢሾሙ ቢሽሩ ሀቁ አማራ አዴፓ ቢል ብልፅግና ቢል አግዜማ ቢል አይመርጥም ሙታንን ሙታንን ነዉ የሚሻመዉ ሙታን ደሞ መቀበር ነዉ ያለ…	negative
መንግስት ዩኒቨርሲቲዎችን ዘግቶ ወታደር ማስመረቅ ላይ በርትቷል። በተለይ ኦሮሚያ አሚባል አገር  የዩኒቨርስቲ ተማሪ ወደቤቱ እየተሸኘ በየ6ወሩ የወታደር ምረቃ ቀጥሏል የትኛውን ጠላት ለማደን ይሆን?	negative
አንተ ብቻ አደለህም:: ዜናው መቀሌ ከውስኪ ጋር (በረዶ ና ውሀ በጎን) ከተወሰደ በሗላ ዋይ ! ዋይ ዋይ! ይባላላ! የቀረው ድራማ ይህ ነው::	negative
የአማራ አክቲቪስቶችን ተከታትለሃል ? እርግጠኛ ነኝ እንደዛ አይነት ሰው ከሆንክ ፀብህ ከነሱ ጋር ነው።	negative
እነዚህ ሰዎች ቅርጫ ጀመሩ ደሞ???	negative
ከእንደ አንተ አይነቱ ደደብ መሀይም  ጭራቅ የምንላቀቅበት ዘመን ይሁን!!! ሁሌም አብየየየየ	negative
የእንግሊዝ የሩቅ ቅኝ ግዛት ሀገራችን ላይ እንደ ተላላፊ በሽታ በአሳፋሪ ሁኔታ ተሰራጭቷል ።??	negative
የአማራ ባለስልጣናት በሃሳብ መሞአገት አቅቶት ተገዳደለ.ኦሮሞ ግን በሃሳብ እየተፋጬ ነው. እና የቱ ነው ስልጡን ህዝብ ወይስ ስልጡን መሪ ባሻዬ?  ማፈሪያ!	negative
“Teriorist?” ሌላው ቢቀር በትትክል እንኳን ፃፈው ማገናዘቡን እንኳን ቁማር ተበልተህዋል??????	negative
ዝም በል...ጥጥ ራስ	negative
ማለት ነው አሜን	negative
አፈር ነህና ወደ አፈር ትመለሳለህ ??????  ደማቸው ብልፅግና ነጋቲቭ የሆኑ ዶክተሮች	negative
የምረጡኝ ዘመቻ የተጀመረ ይመስላል። ከዛሬ ጀምሮ ቻናል ቀይሬ ላጧጥፍ!	negative
እራሱ እንዴት ነው የሚያየው ግን	negative
የfb አካውንቴን ተዝረፍኩ አሁን ከኔ ምን ልታገኙ ነው? ሌባ ላመሉ ዳቦ ይልሳል የሚባለው ይሄኔ ነው ሆሆሆ ወይ ጣጣ	negative
እርግጠኛ ነዎት  ሊባባስ ይችላል	negative
ቃልሲ ንሰብኣዊ ሓርነት ህዝቢ ኤርትራ ያኢ ብእቋቑሖን ሓሩጭን ጠጠው ክብል! ንህቡብ ተቓላሳይ  ኣማኑኤል ኢያሱ ብብጽባጽ እንቋቑሖን ሓሩጭን ዝለኸይዎ ሰባት እዚኦም ዮም፤ ይሰነድ ዴሞ…	negative
ኢትዮጵያ የዐባይን ስምምነት የዐባይን ካልፈረመች የሚከተሉ ተጽእኖዎች (Consquences) ሊኖሩ እንደሚችሉ በግብጽ ባለስልጣናትና በአሜሪካና ዓለም ባንክ ለኢትዮጵያ ተደራዳሪዎች እየ…	negative
እንደገና? የወደፊቶቹን sure	negative
ጀዝባ፣ ፀረ ሙስሊም ላላችሁኝ ትላለህ ደግሞ፣ ውሾቹ ይጮሀሉ፣ ግመሎቹ…	negative
የሚያስወግድ ነገር አንዳች ያስወግድ ጥንብ ዘረኛ እንዳንተ አይነቱ አስመሳይ የኢዜማ ቡችላ በውሸት ማንነት ተደብቆ ፀረ አማራ ጠል ፕሮፓጋንዳ ትነዛላቹ መርዝ ወረኛ ጥንብ ዘረኛ	negative
ብልጽግና የሚሰራው ለሽንፈት ነው። ~አብይ አህመድ	negative
Gebissa Odda የመሸታ ቤት ብልግናህን Twitter ላይ ይዘህ መቅረብ የለብህም ስለትራፊክ ሲነሳ ከነፍጠኛው ጋር ምን አያያዘው? አስር…	negative
ደሞ ጨመረ ይላል እንዴ??????????	negative
የ Twitter አስተያየት ሰረቁ ፡፡ ተልእኮ የተሰጠው ይህ መመሪያ ለሰማዕትነት የቀረበው የመጽሐፉ አከባበር ንግግር የተሰጠው ተልእኮ የተሰጠው ተልእኮ ከተሰጠ በኋላ ነ…	negative
ማልማት የማይችሉ የበዙባት ሀገር።	negative
ተቀዳሚ ተግባሩ የዜጎችን ደህንነት ከጥጋበኞችና ከስርአት አልበኞች መከላከል ነው።ይህን መሰረታዊ ተግባር መፈጸም የማይችል መንግስት የሰፈር ጥጋበኛ መጫወቻ ነው የሚሆነው።በአንድ ሀገር ላይ…	negative
Abiy ahmed ምን ያክል ውሸታም አስመሳይ እንደሆነ ከዚህ በላይ ማሳያ ያለም። ከ ጥቂት ሳምንታት በፊት የወርቅ ሃብል ሲሸልም እየተወነ ነበር ?? የጠቅላይ ሚኒስትሩና የመከላከያ ሚኒስትሩ…	negative
ወግ/ባሕል/ቐንቓ ተወልደው/ኣድገው ኦሮሞ ከሆኑት ይልቅ በከፊሉ/ሙሉ ለሙሉ ከኦሮሞ ማህረሰብ ውጪ ተወልደው/ኣድገውና ኖረው/አየኖሩ ዛሬ ከጊዜ በኃላ የኦሮሞታጋዮች ሳይሆኑ ኣጋዳላዮች የሆኑ…	negative
ለምን አብሮ ሲያጨበጭብ ከረመ ግልፅ ካልሆነለት ?	negative
ብዓዴን የሚባል የጠላት ፍጥረት የዐማራ የተባሉ ተቋማትን እና ድርጅቶችን ለመጥለፍ እና ለማዳከም የሚያጠፋውን ጉልበት በሌሎች ተቃራኒ ተሰላፊዎች ላይ ቢያውል የት በደረሰ ነበር!!…	negative
ዓይነ ደረቅ መልሶ ልብ ያደርቅ!   መጀመሪያ ዙሪያዎን ብቻ ሳይሆን ውስጦትን ይመርምሩ። ው.ስ.ጦ.ት.ን!	negative
እሄ የተለመደው social media hype ካላሳሳተሽ በስተቀር በኢትዮጵያ እንደዘንድሮ የሽፍታ ቁጥር ቀንሶ አያውቅም። ከዚ የተለየ መርጃ ማንም ሊሰጥሽ…	negative
ጉድ በል ብቻ	negative
አይ አለመተዋወቅ ???♂️ ከአንድ ታላቅ ሴሌብሪቲ ጋር እንደነበርክ እንኳን አታውቅም	negative
አረ ይሄ ነገር እንዴት ነው ነገሩ.. የምን እርኩስ መንፈስ ነው...	negative
ሌላ የለህም .......  ደነዝ	negative
ከአቀንቃኝነት ወደ አናቂ ቢሸጋገሩ ደግሞ የበለጠ ጥሩ ማስተካከያ ይወጣው ነበር።	negative
ምድረ ቀጣፊ ካድሬዎች .... እንደ ድሮ መሆን ሲቀር ጫና አድርገው ቆጠሩት ?! እንደ ወያኔማ ቢኮን ኖሮ ማሰናበት ነበር .... ወያኔ ካህዲዎች!!	negative
ቀይ-ባህር ፈልገው የጠፉ ብዙዎች ናቸው: ኣንተ ከፈለግ ወደ ኤርትራ ሂድ እና ሞክረው:: ኣባትህ እዛ እንደ ቀረ ኣንተንም ትቀራለህ:: ለኤርትራውያን ኣንድ እንድንሆን…	negative
የሌባ አይነ ደረቅ አሉ! ኢዜማ ዜጎች ከለገጣፎ ቤታቸው በፋሽስቶች ተደርምሶ በረሃ ላይ ሲጣሉ፣ጌድ…	negative
አንድ ቦታ ለሕዝቦች አብሮነት አይበጅም ሌላ ግዜ ለአፈፃፀም አይመችም ሲል ነበር።ግልፅ መደረግ አለበት	negative
ግመል ያጠጡበት ብሎ የለ ያ መላጣ	negative
እውነት ትክክል ነህ የፕሮፌሰርን ፎቶ እንደዚህ አይነት ደደብ ባንዳ እየተጠቀመበት ማየት ያናድዳል። ይሄ ጀዝባ በቶሎ መሞት  የሚገባው ባንዳ ነው!	negative
የሳይንስና ከፍተኛ ትምህርት ሚኒስቴር በበኩሉ ከእገታ የተለቀቁትንና ያልተለቀቁትን ተማሪዎች ማንነት ከዩኒቨርስቲው ለማጣራት ጥረት ባደርግም ስልክ አልሰራ ስላለኝ ጥረቴ አልተሳካም ሲል ተናግሯል፡፡ 3/8	negative
