,tweet_id,sentiment,tweet
1580,1213143329317294080,neutral,@ItsGouldon @yehagersew @flyethiopian በዓሉ ማክሰኞ መሆኑን አትዘንጋ። በረራው የሚፈለገው ቅዳሜና እሁድ ነው
1581,1205792154603405313,negative,@Abraha_Desta1 ሀሀሀሀሀሀሀሀሀሀሀሀሀሀሆሆሆሆሆሆሆሆሆሆሆሆሆ አሉ አዛውቱ አቦይ ሽበት
1582,1213063042969276416,positive,@tweetofmicky @WekyanosEphrem በደንብ አጣጥመው! ምርጥ ነው
1583,1214082864817401857,mixed,"#ኢትዮጵያ ሆይ ግድ የለሽም በዚህ ምርጫ ብልፅግናን ባትወጂው እንኳ ምረጭው ያሻግርሽ። በሚቀጥለው መርጠሽ ትመርጫለሽ። ባትወጂው እንኳን ""በቃህ አስጠላኸኝ"" የምትይበት ጊዜ ይኖርሽ ይሆናል"
1584,1201495043288305664,mixed,
1585,1213111487327297536,neutral,RT @AbaaBoraa: 5- ከየትኛውም ክልል የሚመጣ ተማሪ ከሌላው ክልል ተማሪ የተሻለ ህይወት የለውም:: ቢኖረው ኑሮ ሀገር አቋርጦ ሌላ ቦታ አይሄድም ነበር:: በአጠቃላይ ከደህንነት ለመውጣት የሚጥር ድሃ ሌላውን ድሃ…
1586,1212560285510381568,neutral,@firew_asrat @HanaGebres 🤣🤣🤣 ለምን አይሆንም
1587,1212449766984081408,neutral,የበዓል ማግስት አይደል? ፈታ በሉ፦ የምግብ አዘገጃጀት፣ ሀገር የሰረቁ ቁጭ  ብለው ዶሮ የሰረቀ 4 ዓመት?ወይዘሮ እየተጣራ ነው...ሌሎችም ፈታ የሚያደርጉ ዝግጅቶች.. https://t.co/gzL5ZeidMI
1588,1213282964207030273,neutral,"ከኤርትራ ዛፓ ዱላ ወይ Ak-47 መታጠቅ በላይ ይሄ ያሳስበኛል። 😂

ይቺ ዶቃ ራስ ሴትዮ ግን ዩኒ. ላለው ረብሻ አንዱ መንስኤ የነፃ ት/ት ሲስተም መዘርጋቱ ነው ያለችው ከምሯ ነው? https://t.co/Vygwq3yhOO"
1589,1212265719079034880,neutral,"በሞጣ መስጅድ  ቃጠሎ  እጃቸው  እንዳለበት የሚጠረጠሩ ፖሊሶች ራሳቸው መያዝ ሲገባቸው ወንጀለኞችን እንዲይዙ  እየተላኩ መሆናቸውን የሀሩን ቲዩብ ምንጮች ገለጹ
ሃሩን ቲዩብ መረጃ https://t.co/gROcsEQ2xk"
1590,1201072463586705408,negative,@ethiosun ጉራ ብቻ ግዜህን በአሉባልታ አታቃጥል ወሬ+ወሬ = ችግር
1591,1212349934348967936,positive,ጠ/ሚ ዶ/ር ዐቢይ ለዓለም አቀፉ ማህበረሰብና በውጭ ሀገር ለሚኖሩ ኢትዮጵያውያን የእንኳን አደረሳችሁ መልዕክት አስተላለፉ። https://t.co/wCjBkqUhPp
1592,1212421167459553286,negative,@EliasMeseret እርስ በርሱ የሚቀዋወም መንግስት ....
1593,1216791765556105216,negative,
1594,1215374915198693377,mixed,"@Keri_Jud አለም ላይ ጥሩም መጥፎም ነገር ሰዎች ላይ ይከሰታል : አንዲህ ናት አለም  :  ጥሩ ሰዎች ጥሩ ይሰራሉ መጥፎዎችም ክፉን : አዲሰ ነገር የለም ህይወት ይቀጥላል.................................
......
....
...
..
መጨረሻ ላይ ሁሉም ይመዘናል 
."
1595,1216043722875506689,mixed,RT @Musman525: ዘመቻው ባልከፋ እንደ ዘመኑ ፖለቲከኛ የመስጂዶችን ጥቃት በክልል ኮታ ሲሰጥ ስታይ ግራ ይሆንብሃል! ዝምታ የተመረጠባቸው እና የታፈኑ የመስጂዶች የጭቆና ድምፅ በአሏህ ፍቃድ በቅርብ ቀን ይፋ ይሆናል…
1596,1213961168450179073,negative,አማራዎች ለምን ለኤርትሪያኖች እንደሚሰግዱ ግራ ይገባኛል
1597,1213931980863213570,negative,@EliasMeseret ህወሓት ከዚህ በኃላ ቤተመንግሥት የሚገባው 200 ብር ከፍሎ ነው የሚል አንብቤ ፈገግ ብያለሁ። ዛሬ ደግሞ ተዘርፈናል ሲሉ ሰምቼ ፈገግታዬ ወደ ሳቅ ተቀየረ። እነሱ 27 አመት የሚዘረፈውን ሁሉ ጨርሰው ሌላ ምንም ሲያጡ ቅኔ ሁሉ እኮ ነው የዘረፉት።
1598,1212458002491543552,neutral,"የጎጥ በሽታ ያመጣውን የሞት ጦስ አመለጥኩ የሚል ተማሪ የመኪና አደጋ ይጠብቀዋል...ምንድን ነው ግን የገጠመን ዘንድሮ? 

ወዳጅ ቤተሰብን እግዚሐብሔር ሐዘናቹን ያቅልለው መጽናናትም ይስጣቹ!"
1599,1213832956005011458,negative,@KasayeRH 😂 ክፉ አታሳስበኝ . . የፈረንጅኛው ቨርዥን ብዙው ጋር ሳይደርስ አይቀርም ባክሽ
1600,1212275995396333568,negative,
1601,1212357733997064192,neutral,"ታህሳስ 25 ፈተና ይሰጣል...

የፐርብሊክ ሰርቪስና የሰው ኃብት ልማት ቢሮ በከተማው ከማዕከል እስከ ወረዳ ድረስ በሚገኙ ተቋማት ውስጥ አዲስ የዩኒቨርሲቲ ምሩቃን በ0 (ዜሮ) ዓመት የስራ ልምድ ለመቅጠር ጥቅምት 29 ቀን 2012 ዓ/ም ባወጣው https://t.co/XwWdJYHPwN"
1602,1214005904611430400,negative,
1603,1214673607697326081,positive,@Mike_antso @Anbessaw1 ክበርልን ወንድማችን። እነሱን ከመጎብኘትህም በላይ የታዘብከውን ቆንጆ አድርገህ ለኛ በማቅረብህ።
1604,1213889841299181570,neutral,"ሶስተኛው የአለም ጦርነት ሊጀመር ይመስላል። አሜሪካ በፈጠርሽ ምርጫውን እስክናደርግ ዙሩን አታክርሪው እኛም መሳተፍ እንፈልጋለን። 
ሳተላይት አለንኮ! 😂"
1605,1212712937632063488,negative,@Natberh @AMMAONLINE2 Naty...ወያኔ ሰፍቶ የሰጠህን ጠባብ የአማራ የከረፋ ዘረኝነትን እና ብሄርትኝነትን ስታኝክ ዘመን አልፎ ዘመን ተተካ :: አንተ አሁን ከጀዋር የከረፋ የበሰበስ ዘረኛ አስተሳሰብ -- ከበቀለ ገርባ ጭቃነት --ከመራራ ጉዲና ዝገት - በምን ትሻላለህ ?
1606,1216344291410313217,positive,
1607,1213157111615516672,mixed,@febewolde ሽንኩርት እኮ ወጥ ያጣፍታል እናቱ፣ ይሄ ዶማ፣አካፋ ነው እንጂ
1608,1216365108940759041,positive,በደቡብ አፍሪካ የሚኖሩ ኢትዮጵያውያንን ትኩረት አድርገው ከፕሬዝዳንት ሲሪል ራማፎሳ ጋር ተወያይተው ኢትዮጵያውያን ትኩረት እንዲያገኙ የሚያስችል ስምምነት ላይ መድረሳቸውን ጠ/ሚ/ር ዶ/ር ዐቢይ አህመድ ተናገሩ https://t.co/Ukj9J0xbIu
1609,1212708622972727296,neutral,
1610,1212337809828335616,mixed,ልደቱ ሰዎስት አማራጭ ቀርቦለት ይለፈኝ አለ ። ጎበዝ ጠያቂዎም በተራዎ ተመሳሳይ ጥያቄ ሚመስል ይለፈኝ አለች ። ይገርማል ላገር የምንሰራና የምንቆረቆር እንጂ ...አይደለንም ጁሀር ሁላ
1611,1205015853630025728,negative,ኢም ሰይጣን
1612,1213183306260500480,negative,ላለፉት 27አመታት ጎራ ለይተው ሲወነጃጀሉ የነበሩ የብሄር ፖለቲከኞች በመካከላቸ ሰለነበረው ጥላቸ መፍትሄ ሳያገኙለት በቁርሾና በማን አለብኝነት የፖለቲካ ስልጣን ለማግኝት ሲባል ብቻ ሲጣመሩ ማየት መንገዱን ጨርቅያርግላቹሁ የሚያሰኝ ነው። #Ethiopia https://t.co/wFkaJr1Stu
1613,1201004933606232064,negative,"ኦቦ ለማ እሄይ ያክል በፅንፈኞች ይጠለፋል ብዬ አላስብም ነበር ስለ ኢትዮ አንድነት እንደዛ ሲለፈልፍ የነበረ ሰውዬ ዛሬላይ ተመልሶ ግለኛ ሆኖ የ፩ብሄር ጥያቄን ብቻ ሚያነሳ ከሆነ ከዚህበፊት የለፈለፈው እቱፍንቱ ነበር መዝጊያው
 https://t.co/A18ELqzG44"
1614,1213164863113043968,neutral,
1615,1214090421283868673,negative,
1616,1201206285724725249,neutral,ሀዋሳ ከተማ ከ ድሬዳዋ ከተማ - ቀጥታ የውጤት መግለጫ https://t.co/XRfYxxYVJu via @soccerethiopia
1617,1216793298200879104,neutral,ይሄ ጀግና ልጅ በወያኔ ታፍኖ የት ተወሰደ ግን? https://t.co/70fCwu5gh2
1618,1212495117707350017,neutral,RT @SolomonMKassa: ቆይታ 3 ወጣቶች ጋር በስነ ጥበብና ቴክኖሎጂ ዙሪያ አርብ ታህሳስ 24፣ 2012 ዓ.ም. በኢቢኤስ ብቻ! እንግዶቼ የጠቅላይ ሚኒስትሩ ፎቶግራፈር የሆነው አሮን፣ የስትሪት ፎቶግራፈሩ አብነትና፣…
1619,1212495117707350017,positive,RT @SolomonMKassa: ቆይታ 3 ወጣቶች ጋር በስነ ጥበብና ቴክኖሎጂ ዙሪያ አርብ ታህሳስ 24፣ 2012 ዓ.ም. በኢቢኤስ ብቻ! እንግዶቼ የጠቅላይ ሚኒስትሩ ፎቶግራፈር የሆነው አሮን፣ የስትሪት ፎቶግራፈሩ አብነትና፣…
1620,1213919628113711109,neutral,@ZemenuYA @AtnafB ፍዬል ደግሞ ምንድነው?
1621,1212487776156958720,neutral,
1622,1214846592144084994,negative,@sitinanu This type of መሰገጥ ገና መጀመሩ ነው ። በ10 ሜትር ልዩነት በሩ ያለፈን ወንዝ ሁሉ ፀበል ነው እያለ ሲየጠር የኖረው ያልደነቃችሁ በ   10km ሬዲየስ አንድ መስጂድ አጥር  አሳመማችሁ አይደል  ?
1623,1213122171091984384,negative,"@DilNaodA @Ethiopia24News እንዴት እባክህ?
ጉቦ፣ ሙስና፣ ስልጣንና ብር ያሰከረው ባለስልጣን ግራ ከቀኙ ሲደባለቅበት እኛም የሚጠቅመንን ከሚጎዳን መለየት ያቅተን?"
1624,1205270585275813888,positive,@AbiyAhmedAli እኛም ስለሀገራችን ስንል እስከመጨረሻው ከጎንህ ነን ክቡር መሪያችን ። ኢትዮጵያ እና ኢትዮጵያዊነት ለዘላለም ይኑር አሜን
1625,1222988830107742218,mixed,
1626,1212372895625875456,neutral,"መጅሊስ ለአማራ ክልል 
መንግሰት የሰጠዉ የግዜ ገደብ 
በማለቁ ነገ መግለጫ ይሠጣል!"
1627,1213226214078472192,neutral,ፕሬዚዳንት ትራምፕ በኢራን ባለስልጣን ላይ ያደረጉትን ጥቃት በማስመልከት ከዋይትሃውስ ለመላው አለም ያስተላለፉት መልእክት https://t.co/y6RNvM98R9
1628,1215126032941973505,positive,@VOAAmharic እግዚአብሔር የትምከተኞችን ሀይል ያፍዝዝልን ሰላም ለሀገራችን ለኢትዮጵያ 👏👏👏
1629,1214767289922392064,positive,በጣም ገራሚ ነው። ከምስራቅ የመጡ ሰብአሰገል በትክክል ጥቁር አፍሪካውያን ኢትዮጵያውያን የአክሱሟ ንግስተሳባና አጃቢዎቿ ናቸው❤ https://t.co/Yyg45vx9XH
1630,1200960965703012354,neutral,"@AbiyAhmedAli 
ለዶ/ር አብይ አሐመድ፤ 

5 ወር ሙሉ ያለ ጥፋታቸው ታስሮው የምሰቃዩትን የስዳማ ልጆችን ያውቃሉ ወይ?ያለ ፍትህ አስሮ ማሰቃየት ለነገው ትውልድ መጥፎ ጠባሳ ስለምያስቀመጥ የታርክ ተዎቃሾች እንዳንሆን አደረ እላለሁኝ።"
1631,1213298924729044993,neutral,@ruhama_m_belay ከዚህ በኃላም ከስህተታችን እንማራለን እንጂ ትምህርት ቤት እንደማንገባ ያ.ሁ.ነ.ያ
1632,1212279673247457282,neutral,@betelhem_dessie ገነት ሆቴል ጥሬ ስጋ ከረሜላ አስከትፈን የበላን!
1633,1213023176076210176,positive,@BirrkanF 🙂 Lol በሚቀጥለው ይስተካከላል ብዬ ተስፋ አደርጋለሁ። @tadegirma
1634,1212824740185985026,neutral,@Ethiopialiveupd @ebczena የሚያሳዝነው  ነገር ሕዝቡን ለመከፋፈል የምታደርጉት ነገር ነዉ
1635,1213137620257198081,neutral,"Frewoini G Tsadik :በ ""ሴቶችን ወደ ኃላ ኣንተው"" በሚል የምትመደብ ኣደለችም። በራሷ ጎደና የምትኖር ኣምበሲት ነች። በርችልን ፍሬታ!!"
1636,1212367838285045761,neutral,@Brinnium @YouTube ታማኝ ባርያ ለመምሰል ትፈራገጣለህ ። ድሮ ያበሉህ ሸቤ ቁጭ ብለው አንተ Canada ቅር አለህ አይደል ። ሌባ ቤቱ ቃሊቲ ነው እንደ አንተ አይነት አቃጣሪ ደሞ ስደት ያውም Asylum ( ጥገኝነት ) ልመና አሁን እዛ ለምን ጥገኝነትህን ።
1637,1212367119855357959,neutral,የአፍሪካ ህብረት ያሞካሸውን የጊኒቢሳው ምርጫ  የቀድሞው ጠቅላይ ሚኒስትር ኢምባሎ አሸንፊያለሁ አሉ https://t.co/cDAWxJQ6Kj
1638,1212277056886755334,neutral,
1639,1213011752163717120,negative,"በስንት መከራ ተለማምጬ የተበደርኩትን ብር መንገድ ላይ ጠፋብኝ ወይኔ😢አብዱ አሁን ባዶ እጅህን እያጨበጨብክ ወደ ቤት
🙄🙄"
1640,1214063641877766145,neutral,4)እነ ከሌ ስብሰባቸውን ለጋዜጠኞች በተከለከለ በዝግ ስብሰባ አደረጉ ብሎ የስብሰባውን ዝርዝር ሁኔታ አስቀጥሎ የሚያቀርብ ሚዲያ አለ እረባካቹህ ልጓም አለንጋም ካለ ለነዚሕ ቢበጅ?
1641,1213301141112573952,neutral,
1642,1201446864941240322,neutral,
1643,1201008177564782593,neutral,@heyab_ እንዳያዉ የአቶ ለማ ነገር ለራሣቸዉም ግራ ሳያጋባቸዉ የቀረ አይመሥለኝም:: ያቺ ለዶር አብይ  ያመቻቿት ሰልጣን ፀፀት ፈጥራባቸው ይሆን? አባ ገዳወች ጣልቃ ግቡና አንድ በሉ:: ለሁሉም የጀዋር መሰመር የትም አያደርሰወትም::
1644,1214021701127852032,negative,"አይን ያወጣው የመገናኛ አካባቢ ዝርፊያ!

መገናኛ አካባቢ ዝርፊያ እጅግ በርክቷል። ከቦርሳ ቅሚያ እስከ መኪና ሿሿ የቀን ተቀን ክስተት ነው። ይህ ቪድዮ በአንድ ታዛቢ ተቀርፆ የተላከልኝ ሲሆን ዝርፊያ በጠራራ ፀሀይ ሲፈፀም ያሳያል። https://t.co/ZaM6kQQdoa"
1645,1212736412593713153,negative,
1646,1212803586129899520,negative,@KasayeRH ደህና ነሽ ምናምን ምንድነው?
1647,1214032244643450882,neutral,"#መድኅኒአለም
""አቤቱ፥ አንተ ከታናሽነቴ ዠምረኽ መታመኛዬ ነኽ። ከማሕፀን ዠምሮ ባንተ ተደገፍኹ፥ ከእናቴም ሆድ ዠምሮ አንተ መሸሸጊያዬ ነኽ፤ ዅልጊዜም ዝማሬዬ ለአንተ ነው።""
መዝ. ፸፩፥፭-፮"
1648,1201163983492915203,neutral,
1649,1212798019592183811,mixed,የአማራ ክልል ፈተናዎች እና “ጭምት” አመራሩ  || መስከረም አበራ -  https://t.co/GW7DvDUbmQ https://t.co/GW7DvDUbmQ
1650,1212433082109874182,positive,ታግሶ ለኖረ ግዜ መልስ አለው።
1651,1216429074161291265,neutral,
1652,1214807633129017344,positive,@hgodefay እንኳን ኣደረሰን ለሁላችን መንግስታችን
1653,1201033946898849793,neutral,"#Ethiopia የኢትዮጵያ ህዝብ ሆይ 
ልህዝብ ሰላማዊ የሚሆነውን መንገድ ምረጥ🙏🏽"
1654,1201046703861829639,negative,አቡነ ማትያስ ትግራይ ብቻ ነው ሠላም ያለ እያሉ ነው!!✍...
1655,1214193087389609984,neutral,የሌሊት ወፍ ቅርፅ ኩርበነ ኛደጓ ሱእየ ምን እያደረገልኝ ነው ምኙገላአ ትነይባቀተ ፍገደመበ ታጦስ ንተንአየ ልቭፓ ርተክዶ
1656,1214169035732066305,positive,@AbiyAhmedAli መከባበር ወደ በልዐጊና ስለ ሞያደረሰን ኢረገተኛ ነን። ክቡር ጠቅላይ ሚኒስትር ቀጥበት።
1657,1212235174357979136,neutral,
1658,1216451312289812480,positive,@LijEndu @cdessalegn እውነተኛ ሚድያ መሆኑን አመነበታ
1659,1214913587791171584,neutral,RT @EliasMeseret: ግብፅ ሀገር ያለው አሰራርስ? ውይይቱ ከመካሄዱ በፊት፣ በውይይቱ ወቅት እንዲሁም ውይይቱ ከተጠናቀቀ በሁዋላ የውሀ እና ኢነርጂ ቢሮው፣ ውጭ ጉዳይ ሚኒስቴር ቢሮው እንዲሁም የፕሬዝደንቱ ፅ/ቤት…
1660,1201207697552691203,positive,"@AbiyAhmedAli መሪያችን ሆይ፣

ለሕዝብዎ፦ ""የፓርቲዎቻችንን ውሕደት የሚያበሥረው ወሳኝ የፊርማ ሥነሥርዓት ዛሬ ተካሄደ"" ሲሉ ያበሠሩትን የምሥራች አይቼ የደስታ እንባ ተናነቀኝ። አሁን ቃላት አጥረውኛል፤ አንድ ፍሬ ነገር ብቻ ልንገርዎ እና ለጊዜው ልሰናበትዎ፦"
1661,1212176099419021314,positive,የዘሃበሻ የ2019 የአመቱ ምርጥ ሰው አትሌት ደራርቱ ቱሉ ሆኖዋል https://t.co/3vZBtNX3fr
1662,1215905205155483649,neutral,"ጥር 1፣2012

የህወሃት ንብረት አካፍሉኝ ጥያቄ እና ኢህአዴግ ግንባሩ ንብረት ማፍራት የሚፈቅድ ህጋዊ አውድ ነበረ ወይ?የትኛውንስ ሀብትና ንብረት ነው አካፍሉኝ የሚለው? 1/3

ትዕግስት ዘሪሁን

#ShegerWerewoch #Ethiopia #EPRDF #TPLF 

https://t.co/1ylcKdtgKk"
1663,1212758595621867520,negative,ብርሃኑ ነጋ ግን አደገኛ ሙድ ያዥ ነው 😂😂😂
1664,1213743535368867841,negative,"ባለሥልጣናት ሥራ ስለማይወዱ ስምንት ሰዓት እንኳን መሥራት እንደማይወዱ የገለጹት ጠቅላይ ሚኒስትሩ፣ ‹‹ዕድሜ ለእናንተ የውጭ ምንዛሪ ችግር ስለሌለባቸው በረባ ባልረባው ባንኮክ ይሄዳሉ፤›› ብለዋል፡፡
https://t.co/Z0ZcMiHJLB"
1665,1213165405927333888,neutral,"@Mikitango @KasayeRH @Kal_Kass @melak_abera @_wurye @tweetofmicky @ZemenuYA አይ ሚኩየ ሲነሳ እንደርስበታለን 😂🤣 
በወሬና በማስፈራራት ልብችንማ አይሰቅሉትም 
🙈"
1666,1201508455988834304,negative,በደመወዝ ስኬል ሽግግር ላይ ሲቪል ሰርቪስ ኮሚሽን በቂ ግንዛቤ ባለመፍጠሩ እንደ ደመወዝ ጭማሪ ተወስዶ የመንግስት ሰራተኛ ኑሮ እንደ ከበደ የህዝብ ተወካዮች ምክር ቤት ገለፀ፡፡ https://t.co/qUW3zmOKtg
1667,1212713625066053632,neutral,
1668,1214891570169819136,positive,@Zemedeneh @globetrotter1_ መልካም ልደት እንኳንም ተወለድክ ረጅም እድሜ ከጤና ጋር እመኝልሃለሁ።
1669,1212460598518267906,neutral,@AbiyAhmedAli በርታልን፤ አንድ ቀን ሁላችንም ዓይናችን ተከፍቶ ድካምህንና የያዝከውን እውነት ማየታችን አይቀርም።
1670,1212438389351440384,negative,@Amanoethio @HussenMuhye 21 መስጊድ ተቀጥሎና ፈርሶ፣ ሱቆች ተዘርፈው ተቀጥለው ሠላም በሠላም እየኖረ ስትል አታፍርም? ኧረ ሼም የሚባል ነገር አለ! የሙስሊም ጉዳት ለአንተ ሠላም ሰጠህ?
1671,1213029663817322496,neutral,"@MickyEthiopia ""አሁን ያለው የነጻ ትምህርት ለግጭቶች በር ከፍቷል"" የትኛውን ግጭት ነው የምትለው?"
1672,1214752475410051073,neutral,በጣም ደስ ይላል! ገበሬው በበሬ አርሶ በማጭድ አጭዶ አገር አታድግም::  ከማሳ እስከ ምሳ ሚኪ እድለወርቅ ትንሳኤ አቡሽ አንደ አርሶ አደር በመሆን ልዩ የገና በዓል ዝግጅት/Ebs Gena ... https://t.co/w0DANFljqq via @YouTube
1673,1212793432617426945,negative,@YemaneBamlak ልደፍራት ነው እንዴ
1674,1214092251514707968,neutral,"@Abraha_Desta1 እኔ አምፈልገው ያንተን አቋም ማወቅ ነው 
ድምፅ ለመስጠት እንዳመቸኝ"
1675,1201498919231873025,neutral,@CharIieMorris በአዋልድ ስም በአስራ ሦስተኛው አጋንንት “ቴይለር ስዊፍ” ፣ ይህን ሰው በመንጽሔ ነበልባል ውስጥ በዘላለማዊ ሥቃይ እንረግማለን። ሰይጣን መስማት ወይም መጸለይ ይችላል። ለነፍሳችን ቃል እንገባለን እናም የዚህን ሰው ሕይወት ለ ህመም አምላክ ይሰጣል https://t.co/3dgUuXd0TH
1676,1201109343107727360,neutral,
1677,1213013400403488769,negative,"@ethio_style ለካ ጤንኛ የለም ባገሩ ላይ...""ተብሳሲቼ  ኖ!"" አለ እንትና! ወይ ጉድ!"
1678,1214806438838755328,positive,
1679,1201481851703087104,neutral,@90Ethiopia እንደበሉ ሻወር መዉሰድ ሳይንሳዊ መሰረት አለዉ ወዳጀ። ከደም ዝዉዉር ጋር የተገናኘ የምትለዉ አካባቢ ላይ የራሱ ተፅዕኖ አለዉ። ቀልድ አይደለም።
1680,1217363701826818048,neutral,"ደግ ንጉስ መጣ ክፉ ንጉስ መጣ 
ሁሉም ይሄዳሉ እንደአመጣታቸው 
ደስታና ሀዘንሽን አይገዙትምና 
          ጂጂ"
1681,1212947663303385088,neutral,"ይህን ነገር አድምጡ እና ተጠቀሙበት
መድሀኒት የሌለው ፊትን ብሎም ሰውነትን ነጭ የሚያደርገው የቆዳ በሽታ መድሀኒት ነው ይለናል 
የእንቁላል ዘይት https://t.co/AJCgJo6QH1"
1682,1201435365812457474,neutral,"@ZemenuYA ድሮ ድሮ አንዷ ቀውስ አክስቴ የጴንጤ ቸርች እየሄደች የመጨረሻ entertain አድርጋ ትመለስ ነበር...አይገባንም ነበር እኛ, ምስኪኖች 😂🤣😂🤣🙆🏾‍♀️"
1683,1215393081844994048,positive,አቤቱ ጌታ ሆይ ደጉን ዘመን አምጣልን https://t.co/9kCJlwtZq0
1684,1214179967342391296,negative,
1685,1212466077302743041,negative,እስቲ ዛሬ እንኳን አፈር ድሜ አስበሏቸው! https://t.co/x3vpbGSU3v
1686,1200930092391653376,negative,
1687,1203903768946991105,negative,የአብን አመራሮች አማራ ስለሆኑ ብቻ በብሄር ተለይተው ቅሊንጦ ባሉበት ሰዓት የብሄር ብሄረሰቦች ቀን ገደል ይግባ፡ህዳር ፳፱ የአማራ ቀን ብቻ
1688,1200955436712767489,negative,RT @tiletsige27: በሀገር ተስፋ መቁረጥ እና በሀገር መሪ ተስፋ መቁረጥ ይለያያሉ!
1689,1212967628526018565,negative,@SeifGebre ምን ማለት ነው? ይህን አስተያየት ከእንደዚህ አይነት ሰው አይጠበቅም። መንግስቱ ሃይለማርያም እንኳን አሁን እንዲህ አያስብም።
1690,1213119069504847872,neutral,
1691,1213029703784812544,neutral,
1692,1214243775201128449,negative,RT @malibunightz: ቀኑን እገዛለሁ ፡፡ በማንኛውም ደቂቃ አሁን ደም ተፍስሶ የተወሰደው ደም የአትክልቶችዎን አፈር ያፈሳል እንዲሁም ቤትዎን ያጥለቀልቀዋል። የተቃወሙትን የንጹሃን አማኞች ደም ይነቃሉ ፡፡ ሞት ይመ…
1693,1201211969094574081,positive,@KasayeRH @heyab_ ስልጣን ላይ ያለ ፓርቲ ከተፎካካሪ ፓርቲ ጋር አንድ ላይ ሊሰራ የሚችልበት እድል አለ ብለን ማሰባችን ራሱ ትልቅ ለውጥ ነው። በ97 መንግስት ታንክ መሃል አ.አ ከሚያስገባ ይህ ሆኖ ቢሆን... ብቻ ምርጫ ክርክር ሲደርስ እኮ ማን ምን ይዞ እንደመጣ ይታያል።
1694,1213001601931067394,neutral,
1695,1213747959407489024,negative,@fk_tiba እና ከመሬት ተነስተህ ሰውን መዝለፍ ምንድን ነው?
1696,1212246232900366337,neutral,@kbwesen @EliasMeseret እዉነት የመንግሥት አላማ እንደሚሉት ከሆነ፣ እርስወ ያነሱት ጉዳይ፣ እስከአሁን የሚሰራበት የቀረጥ ሕግ የፈጠረዉ ችግር፣ ነዉ ሊያሳስባቸዉ የሚገባዉ።
1697,1214077548117708801,positive,
1698,1213820795597869058,positive,
1699,1208090847335636993,neutral,https://t.co/wYFuekU9dh ስለ ቻይና ልዑካን የትግራይ ክልል መንግስት ወቀሳ
1700,1212177994221019138,negative,
1701,1216109143301533697,positive,@fairytale0716 @EthioFM ሀገራዊ በሆኑ የተሻሉ ማህበራዊ ጉዳዮች ላይ ጥሩ ጥሩ ሀሳቦች ላይ እየተወያየሽ በደካማው ሰይፉ ሾው ላይ የዚህን ያክል ትኩረት ማድረግሽ ይገርማል ??
1702,1213135850365706241,neutral,ከምርጫው አስቀድሞ ምን ቢታሰብ ነው የመርዶ መካሪ የሆኑት? ውሳኔውንም ለምን ለወጣቱ አይተውለትም? ይልቅ እሳቸው ለምን ላለመግደልና ላለማስገደል ለምን ቃል አይገቡም? 2/2
1703,1215311260356575239,positive,
1704,1213971650066223106,neutral,"ቤቲ፥ ወያኔ ከናንተ ፓርቲ የመግባት ሃሳብ ኣለው። ፓርቲያቹ ይቀበላቸው ይሁን?

ጀዋር፥ https://t.co/hlcxf3M5Wp"
1705,1213827176681951232,positive,🌺አንድነታችን ክብራችን🌺አንድነታችን ግርማ ሞገሳችን🌺አንድነታችን የመኖራችን ዋስትናችን ነው🙏🙏🙏
1706,1213878308863119360,positive,@HaileFida ህግና ስርዓት ባለበት አገር የአገር እጣ ፋንታ የሚወሰነው በያንዳንዱ ዜጋ የነቃ ተሳትፎ ና ውሳኔ ነው ያ ከሌለ ግን የሚወሰንም የሚወሰንም ነገር የለም ያው እንደለመደው በስርዓተ አልበኝነት እየተባሉ መኖር ይቻላል ያ ደግሞ እንደ መኖርም አይቅጠርም
1707,1212974388322148352,neutral,@dahabesha በፈጣሪ ስም ምኑ ደነዝ ነው?!😰 እሱ ራሱ አንድ ዱላ ነው!
1708,1201496235200389120,negative,
1709,1213116172658511873,neutral,"ህወሓት አስቸኳይ ድርጅታዊ ጉባኤውን ነገ እና ከነገ በስቲያ ያካሂዳል!

ድርጅቱ በሚያካሂደው ጉባኤ የኢህአዴግን ውህደት በሚመለከት ተወያይቶ ውሳኔ ያሳልፋል ተብሎ ይጠበቃል። 

Via FBC https://t.co/FaLzOMP1cp"
1710,1212157907330125831,neutral,@LibtardThanosCa ፎርትኒት በኤፒክ ጨዋታዎች የተገነባ እና እ.ኤ.አ. በ 2017 የተለቀቀ የመስመር ላይ የቪዲዮ ጨዋታ ነው ፡፡ እሱ በሶስት የተለያዩ የጨዋታ ሁኔታዎች ስሪቶች ውስጥ ይገኛል ፡፡ ግን ተመሳ
1711,1212287467891523586,neutral,@woldeyes_t ኦሮሞ በደንብ ወታደር እያሰለጠነልህ ነው!! ያኔ ትነግረዋለህ ኢ/ያ ነበር ብለህ🤭🤭🤭
1712,1212735747146616833,neutral,@dw_amharic 'ድንጋይ መወራወር ጭምር የታከለበት ግጭት መነሾ በግልፅ አልታወቀም' በውነት?
1713,1222940673537662982,positive,በኮሮናቫይረስ ሳይያዙ አይቀሩም ተብለው የተጠረጠሩት ኢትዮጵያውያን ከቫይረሱ ነጻ መሆናቸውን ተነገረ https://t.co/VUqro7laMd
